PC1,PC2,PC3,PC4,label,media_type,content_category,audio_present,source_platform
-0.9998857040736817,1.1282026458503274,-1.1511328613455951,0.04195032063480049,Real,Image,News,Yes,Facebook
3.0111715999859063,0.18103237182678864,0.6548343559873417,-0.44422123030346844,Fake,Video,News,Yes,Instagram
1.944682329715061,1.1523119636358157,-0.28896092915007715,-0.32298013915683477,Fake,Video,Political Speech,No,News Website
-1.067864395573824,0.6265286635780499,1.3576230043979416,0.030576455143529472,Real,Image,Social Media,Yes,YouTube
-2.02577354196036,0.21667507082989332,-1.232404130300659,0.17409918976323152,Real,Video,Interview,Yes,Twitter
-1.2784498956269605,0.17414665010268002,0.8277167252914024,0.2157955328025208,Real,Audio,Interview,No,Instagram
0.6083528158444348,0.7901854732351539,0.16401435654267885,-0.3710933203147077,Fake,Video,News,No,Twitter
2.2971486765915934,0.9477324253433052,1.0207624794834032,-0.5320982789775245,Fake,Image,Entertainment,No,Instagram
-1.930112311805759,-2.102556095139309,0.1555517969126397,-0.2692470680300577,Real,Audio,Entertainment,Yes,YouTube
0.7764607936447996,0.007936444643421645,-2.166970000066842,0.37401063305951976,Fake,Audio,Social Media,Yes,Instagram
-1.5479385869782107,-0.2667316933966925,0.31580593884823427,0.451143626997897,Real,Image,Entertainment,No,TikTok
-1.2303884541357557,-1.0888865889862405,0.08728969266339914,-0.30944330648415697,Real,Image,Entertainment,Yes,TikTok
-1.1895693429855652,0.5610339287097377,0.4526052026786644,-0.27432603360839136,Real,Audio,Interview,Yes,News Website
-1.470127998004602,-0.8558005905467893,0.849432070620617,-0.21381872274300043,Real,Image,Social Media,No,Instagram
-1.444680855316256,-1.3915278236995485,0.4048684717475737,-0.5104934944939793,Real,Video,Social Media,Yes,News Website
-2.004183201236814,0.9193630885889571,-0.8932159710514144,-0.10511737945712768,Real,Image,Interview,Yes,TikTok
-1.7961989855858087,-0.5872873085934207,-1.3830619303378833,0.1312033666211334,Real,Audio,Social Media,No,YouTube
1.2190466018394408,-1.2987508526901792,-0.8235976088606238,0.3212925463465962,Fake,Image,Interview,Yes,Instagram
1.4370581464260688,1.1241307462936978,0.7134461883560211,-0.6501134045382281,Fake,Video,News,No,News Website
1.1076072478053975,0.20732499665960666,0.779512598142234,0.53403474884852,Fake,Audio,Entertainment,No,TikTok
-2.031421182626096,0.4908673862771724,-0.4841954764722213,0.04611900605798952,Real,Video,Entertainment,No,Twitter
-1.704054111647999,-0.6889050269611469,-1.2732627510253178,0.3271128287661602,Real,Audio,Political Speech,Yes,Instagram
1.1295716702676282,-0.36749594737915414,0.3591494593686085,0.49061370422187434,Fake,Audio,News,Yes,Instagram
2.513244292672164,0.048467947273118935,1.79108946842784,-0.1913049418186759,Fake,Video,Political Speech,Yes,YouTube
-1.5188046402403754,-0.5066861245200482,1.5047511243373366,0.13193903169200444,Real,Video,Interview,Yes,Twitter
1.9323065492081832,1.8802486186272638,0.05410442685953026,-0.981835806611079,Fake,Audio,Interview,No,Instagram
0.4681312974143152,0.15898197862201288,0.8315990176609436,0.7555778727607135,Fake,Image,Entertainment,No,TikTok
-1.6651156191479097,-0.9175071668039709,0.9386565031234124,-0.15238290687508427,Real,Video,Entertainment,No,TikTok
1.5080222203454006,1.5391464339380263,0.3654692722050366,0.21136631100622832,Fake,Image,Political Speech,No,TikTok
0.3437037411088359,1.1546575891573005,-1.2681859778637974,0.63654996133677,Fake,Video,Entertainment,No,Facebook
-1.229781671578679,0.21334800877432278,1.7805309588872467,0.13475376658543367,Real,Audio,Entertainment,No,TikTok
1.227641547532272,-0.5830709416886531,-0.5011149334785393,1.0880250314717144,Fake,Video,News,Yes,Instagram
2.692812837384877,-0.3246943025122211,-0.7877475662413941,-0.1364929549175298,Fake,Audio,Entertainment,Yes,Instagram
-1.5313177936749502,-1.390835157451383,-0.5563832365629477,-0.4801733629123063,Real,Image,Political Speech,No,News Website
1.0589685322312847,-1.0638734541384514,-0.9821021478864298,-0.580011566177721,Fake,Audio,Social Media,No,Facebook
1.7972024259668478,0.5033861034182939,0.4960925720203815,-0.33337384221230915,Fake,Audio,Social Media,Yes,Facebook
2.559642899453629,-0.6917181845845519,1.6108477476790342,0.5528952769172657,Fake,Video,Social Media,No,Twitter
1.1103576633884036,-0.09229857039758807,1.985683574955276,-0.7418688596238527,Fake,Video,News,No,YouTube
0.4526968474935535,0.6673138613367289,1.241556994834,0.33587530922228725,Fake,Video,Interview,Yes,Facebook
-1.2523045717564545,0.3813728383704616,-1.3960437557378862,0.15262950014682375,Real,Audio,Political Speech,No,News Website
-1.5571439097182578,2.267675194715847,-0.26837613973244295,-0.48241383811052285,Real,Video,Political Speech,No,Instagram
1.8822398893322074,-0.828531404280192,-0.2640421530928429,-0.6670885809038405,Fake,Audio,News,No,Instagram
0.45656847163982034,1.5369881701001815,-0.6616990283150537,0.46556906519583624,Fake,Image,Entertainment,No,Instagram
-1.1960592453200556,0.6585333867656927,0.34659225600246096,0.3676454621547658,Real,Video,Social Media,Yes,TikTok
-0.9108474073973961,1.596465403601174,-0.6240847772333808,0.3214344838657827,Real,Video,Social Media,Yes,News Website
0.34531326520304784,-0.07882561991271123,-0.9740977637594769,-0.19988276307536954,Fake,Image,News,No,TikTok
-1.7250695640209412,-0.1416004398623224,1.182095716707374,0.04618177761050424,Real,Audio,Entertainment,Yes,YouTube
1.4427744875154644,-1.1909559494299695,0.10175357305956928,0.12237076956593071,Fake,Audio,Political Speech,Yes,News Website
1.2423765483828668,-1.0579333966205473,-1.0736544892264217,0.3034821292200729,Fake,Audio,Interview,Yes,YouTube
1.6463509901937683,0.9853532447825394,0.01833892760067651,-0.02663349111923333,Fake,Image,Social Media,Yes,News Website
-1.2070923710720336,0.4768170510462141,-0.4611223227781932,0.3457402473270926,Real,Image,Entertainment,No,TikTok
-1.369429897288586,0.6159091621639513,-1.6261938843629722,0.5437323846722133,Real,Image,Entertainment,No,Instagram
-1.3325105331287332,-1.7677950061368093,-0.2074755478102087,0.15477032207654037,Real,Audio,Political Speech,No,YouTube
-1.4283476271055828,0.9328978053907311,-0.9047170961612051,0.0819969620323949,Real,Image,News,No,Facebook
-1.5441032641370107,-1.9436822900511546,-0.062045698578249715,-0.031072573480939267,Real,Video,Political Speech,Yes,Facebook
2.318615970941666,-0.10875381869784803,-1.062114172484481,-0.6605060201113678,Fake,Video,Social Media,No,News Website
-1.5877716201744825,-1.1296069100322153,-0.8712465189149003,-0.18464860464028962,Real,Image,Interview,Yes,News Website
-1.2972247056928152,-1.6061887175883778,0.6013744955269634,-0.20784530982044375,Real,Video,Entertainment,No,Facebook
-1.1042850144218954,-1.0777468089040871,1.057996174979786,-0.435132079868076,Real,Image,Political Speech,Yes,Instagram
-1.6022285367240034,-0.40357434988845914,-1.5793338312490508,0.2697160662957012,Real,Image,Social Media,Yes,News Website
1.6736204344928072,1.0953734833882682,-0.15047606154425366,-0.4263888208037304,Fake,Video,News,No,Facebook
-1.8701213970649397,0.8639830627072823,1.172466461250759,-0.3282997064227036,Real,Image,Interview,No,Facebook
-1.2670326334786273,-1.495808430075233,0.5209462687457163,0.5302716233114594,Real,Image,Interview,No,Instagram
-1.6202579028320399,-1.139727260724325,-0.8654592136364365,-0.6661633430829195,Real,Image,News,Yes,YouTube
1.5030023138907647,2.017042958795706,-0.06931602988075337,1.10248569941271,Fake,Audio,Interview,No,Twitter
-1.3821916316107343,0.4325252854171349,1.5651148351805162,0.25234837174691466,Real,Audio,Entertainment,Yes,TikTok
-1.623779311219408,-0.325782441808133,1.35025307659681,-0.5357985948321823,Real,Image,Entertainment,No,Instagram
0.8997867018541498,-0.8501655571237402,0.7522960003103409,-0.044785342788658034,Fake,Video,Social Media,No,News Website
0.8188144752020022,0.5126451449201616,1.3743100833623736,0.18748086249669718,Fake,Audio,Entertainment,No,TikTok
-1.5222804678783601,-0.8808059562714553,0.8904462478801971,-0.7162499116625587,Real,Video,News,Yes,Twitter
-1.7670634023777931,-1.013088369117959,1.0590828051603125,0.1334901106207099,Real,Audio,News,Yes,Twitter
1.132185586769642,1.4515763014662786,0.5625008957552874,0.6887054118377867,Fake,Image,News,No,TikTok
-1.6155420503439646,0.1173502064431432,0.9056387495321513,-0.6551005165524442,Real,Audio,Social Media,No,YouTube
-1.0504459232214067,-0.7231727303434966,0.7297095439835078,0.25473266072512224,Real,Image,News,Yes,Instagram
1.3222793252023788,-0.1174581729326818,-0.9704969376897173,-1.254280869411609,Fake,Image,Political Speech,No,News Website
1.9474739382194104,1.5540391447798891,0.30791346200580416,-0.9238540688213407,Fake,Video,Social Media,Yes,YouTube
1.0658994780402173,0.41581236918690584,0.5297222873720443,1.1022446391188758,Fake,Video,News,Yes,Instagram
-1.7559547530092454,-0.2940768475183922,1.318978155456805,-0.7118013099777251,Real,Audio,Social Media,Yes,News Website
-1.2216912577417727,0.050737243631213964,-2.0875444597369692,-0.23602673682214226,Real,Video,Interview,Yes,News Website
2.1239107946617604,1.9783662148411907,-0.07399647853915109,0.7894483573560024,Fake,Audio,Interview,No,News Website
1.540184270623308,0.272756274676823,0.715796980894406,-0.07463548758633759,Fake,Image,Entertainment,No,TikTok
1.7006823041763757,1.2736140655988266,-0.28779906431954216,0.6205522728152849,Fake,Video,Entertainment,No,News Website
0.0933400822630135,1.4843768172001977,-0.5425363815283707,0.06374633272122372,Fake,Audio,Entertainment,No,Instagram
3.2510814719729386,-1.1896847491400153,-0.9576357286504017,-0.20494478230047575,Fake,Video,Social Media,No,Instagram
-0.9043969179604356,-0.3255700624243149,-1.700297367503986,0.1066924221367177,Real,Audio,Political Speech,No,YouTube
0.8029997392757723,0.3464955330933625,-0.40155223290457415,-0.17683790136928484,Fake,Image,Social Media,Yes,Instagram
-2.193255564589243,-1.366344349415325,-0.60616714792371,0.12906254060176536,Real,Video,Political Speech,Yes,YouTube
-1.4742664271596553,0.4828159959928218,1.5476916403479113,-0.079906536025238,Real,Video,Interview,No,Instagram
0.8655066277905974,-0.1559304315413918,1.1738242907898269,0.906501809314728,Fake,Audio,Interview,No,TikTok
-1.3542920525306472,-0.26016098682350186,0.27145551976288945,0.44721758740574724,Real,Image,Entertainment,Yes,News Website
2.556058151934892,0.8825836033884182,1.0091291867274663,0.3756645966303819,Fake,Audio,Social Media,No,YouTube
-1.530380071179327,-0.9904363016895067,1.0099617814440622,-0.22517689852126752,Real,Image,Social Media,No,TikTok
0.8979207095951105,1.3349565837048167,-0.47087608011445276,0.38752185687129165,Fake,Video,Social Media,Yes,YouTube
-2.104523092762167,-1.3293731393441046,0.38733277098979424,-0.14036008092841137,Real,Video,News,Yes,YouTube
1.7456783890892371,1.6692180973200825,0.2324667184476627,-0.1361214356896048,Fake,Audio,Entertainment,Yes,Twitter
-1.3588663661952214,-0.7358435430409443,0.7602032474112781,0.2194227783455117,Real,Video,Social Media,Yes,News Website
1.7734438534840262,0.29165808140657157,0.6300252530078553,-0.09929906432329232,Fake,Video,Social Media,No,News Website
1.0627061321686353,-0.7115256057509859,-0.39433178027531846,0.3037051213955761,Fake,Image,Entertainment,Yes,Instagram
-1.4661491835243197,-0.32841007752522855,-1.698946468846331,0.3400150693738365,Real,Video,Social Media,No,Instagram
1.0290177477382751,2.0550798872098497,-0.228523930552255,0.7449449997814954,Fake,Audio,Social Media,Yes,YouTube
1.3164120502111516,0.39438734981799717,-0.4004831994752825,0.33541406718295574,Fake,Image,News,No,Instagram
-1.5379896019241672,-0.12434629458013752,-1.8476516233145883,0.07641625056018694,Real,Audio,Social Media,Yes,Facebook
1.4004055580368706,-2.183926069569951,0.09385310286542493,0.10548762661914887,Fake,Video,Entertainment,Yes,YouTube
-1.6523134160048842,0.4723862680823651,1.5569679824889624,0.2747095147712879,Real,Image,Interview,No,TikTok
1.5425364435719884,-1.191151364639084,0.08514788145751906,-0.11888392835819589,Fake,Image,Social Media,Yes,Instagram
1.6594076933522717,-1.8831665954733718,-0.20752881863317313,-0.20653063260501517,Fake,Audio,Political Speech,No,TikTok
0.9858392475290736,-0.8858207245471242,-0.19285595444801867,0.03383835777845555,Fake,Audio,Political Speech,Yes,YouTube
-1.3975666154921818,0.1353147095008487,1.8594517712574534,-0.40331242110225485,Real,Image,Interview,Yes,Twitter
-1.262743873173616,0.13977588585974285,0.8581846738168096,0.4622687610662522,Real,Video,Social Media,No,Facebook
2.091361368663239,0.7730475945137752,-0.9353684649140083,-0.7994300592970396,Fake,Image,Entertainment,No,Twitter
-1.6181527183805546,-0.6677926463893197,-0.3335663227281765,0.3802872285398291,Real,Audio,News,Yes,Twitter
0.8517916108334196,-1.130408016073804,1.0867040632488312,0.2751093285075351,Fake,Image,Political Speech,No,Twitter
2.4727263267195654,0.5167167351000658,-0.642401877685282,0.6671637316508574,Fake,Image,News,Yes,Instagram
-1.3703108404379185,-1.4011020892536121,0.4098582311961795,-0.3010559843911565,Real,Video,Political Speech,No,Instagram
-1.6160069736516405,0.09978490180954068,-2.092095192832171,0.45206940841869936,Real,Video,Political Speech,No,Facebook
-1.8763144120503188,0.6467312775910229,-0.6103075423196052,0.10538233161429271,Real,Video,Entertainment,Yes,TikTok
1.0684662370805982,-0.18944693939128215,-0.8358769870254288,0.3342456270206663,Fake,Image,Interview,Yes,Instagram
0.4173129189343229,1.0594026475575242,-1.1046903906686332,0.6802581892006397,Fake,Image,Political Speech,No,TikTok
